# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
1.18, 0.0319376, -0.864822, -0.729447, -0.623712, -0.834843, -0.806855, -0.937477, -1.11551, -1.2192, -0.498457, -0.906497, -0.894588, -1.32103, -0.958701, -1.22929, -1.69327, -1.55397, -2.04242, -1.83683, -1.63714, -1.07276, -0.2661, -0.471886, -0.601465, -0.231001, -0.548173, -1.12683, -1.03419, -1.19193, -1.58919, -1.21359
1.2, 0.0319375, -0.807697, -1.38978, -1.07654, -1.01337, -0.355463, -0.545511, -0.553624, -0.212985, -0.510613, -0.329584, -0.324445, -0.796944, -0.525749, -0.737533, -1.17235, -1.30367, -1.30028, -1.38356, -1.37367, -0.875365, -0.796004, -0.783236, -0.291311, -0.815478, -0.6024, -0.64412, -1.10138, -1.38439, -1.57597, -1.26577
1.22, 0.0319375, -0.381633, -0.843546, -0.420554, -0.634003, -0.360775, -0.510504, -0.467964, -0.386328, -0.30937, -0.491975, -0.211761, -0.394858, -0.885544, -0.746695, -1.25781, -1.39413, -1.16849, -1.13051, -1.30227, -1.07618, -0.810747, -0.945292, -0.541696, -0.590641, -0.580539, -0.847913, -1.16672, -1.2317, -1.70977, -1.74794
1.24, 0.0319375, -0.630528, -0.629949, -0.104876, -0.161934, -0.168861, -0.635088, -0.389069, -0.85003, -0.707672, -0.713785, -0.447998, -0.665686, -0.829783, -0.878908, -1.12436, -0.879048, -1.19906, -1.58281, -1.0288, -1.10942, -0.91284, -0.557972, -0.247279, -0.38987, -0.903319, -1.07941, -1.20476, -1.21462, -1.65375, -1.21288
1.26, 0.0319375, -0.278365, -0.39569, -0.36827, -0.214392, -0.143754, -0.116678, 0.598497, 0.200472, 0.0120271, -0.510474, -0.600389, -0.252806, -0.0439438, -0.382835, -0.488618, -0.616106, -1.35526, -1.13251, -0.749693, -0.221689, -0.0746499, 0.313089, 0.414139, 0.614663, 0.444851, 0.0675865, -0.396114, -0.650927, -0.890507, -1.03179
1.28, 0.0319375, -1.36378, -0.876691, -0.236594, -1.0221, -0.694266, -0.752349, -0.182634, -0.0970296, -0.496395, 0.115796, 0.220906, -0.521764, -1.12546, -1.23151, -0.743402, -1.33577, -1.29401, -0.909586, -0.663794, -0.798505, -0.490428, -0.432704, -0.412045, -0.318399, -0.242936, -0.576671, -0.945514, -1.09693, -0.855895, -0.830803
1.3, 0.0319376, -0.986465, -0.326321, -0.412574, -0.564235, -0.941902, -0.661391, -0.282597, -0.802157, -0.941344, -0.452063, -0.604199, -0.577302, -0.60458, -0.468711, -0.774076, -1.21232, -0.904105, -0.774779, -1.04719, -0.914554, -0.599285, -0.320639, -0.078687, -0.440453, -0.686618, -0.810027, -0.876562, -0.834399, -1.09769, -0.865169
1.32, 0.0319375, 0.20765, -0.931984, -1.68831, -0.851131, -0.343724, 0.048658, -0.306885, -0.422591, -0.431539, -0.123464, -0.516345, -0.221253, -0.473978, -0.669734, -1.31997, -0.94294, -1.46497, -1.55342, -1.30398, -1.11703, -0.683411, -0.291684, -0.0974817, -0.198376, -0.757484, -1.04808, -0.849334, -1.08559, -1.31404, -1.20643
1.34, 0.0319375, -1.11343, -0.828431, -1.54067, -0.741628, -0.241729, -0.172584, -0.322283, -0.100604, -0.480234, 0.368136, 0.146526, -0.478117, -0.54432, -0.0423111, -0.283679, -0.601295, -0.700221, -0.674834, -0.533013, 0.0533946, 0.209898, -0.134302, 0.0110239, -0.106674, -0.558515, -0.816295, -0.787958, -0.953606, -1.21355, -1.01934
1.36, 0.0319375, -1.12924, -0.46358, -0.587217, -0.228565, -0.402286, -0.0648544, -0.594627, -0.341413, -0.0954816, 0.154014, -0.274598, -0.795508, -0.924459, -0.803293, -0.336136, -0.94074, -1.74525, -1.52612, -0.403837, -0.268667, -0.504152, -0.202456, 0.127496, -0.0161175, -0.20636, -0.820575, -0.985886, -1.06207, -1.11584, -1.25876
1.38, 0.0319375, -0.852797, -0.686074, -0.428864, -0.49625, 0.00830589, -0.300461, -0.575307, 0.117726, 0.325531, 0.426585, 0.428188, 0.345179, 0.796993, 0.150395, 0.477812, 0.290793, 0.119842, -0.858064, 0.260296, 0.38343, 0.424838, 0.651625, 0.769401, 0.868704, 0.517322, -0.0144661, -0.526221, -0.702085, -0.838698, -0.524048
